,InvoiceNo,StockCode,Description,Quantity,UnitPrice,CustomerID,Country,gross_profit,invoice_date,invoice_time
270070,C560540,23237,SET OF 4 KNICK KNACK TINS LEAF,-1,4.15,12415.0,Australia,-4.15,2011-07-19,12:26:00
270071,C560540,23236,DOILEY STORAGE TIN,-1,2.89,12415.0,Australia,-2.89,2011-07-19,12:26:00
270072,C560540,23235,STORAGE TIN VINTAGE LEAF,-1,2.89,12415.0,Australia,-2.89,2011-07-19,12:26:00
270073,C560540,23232,WRAP VINTAGE LEAF DESIGN,-1,0.42,12415.0,Australia,-0.42,2011-07-19,12:26:00
270074,C560540,23229,VINTAGE DONKEY TAIL GAME ,-1,3.75,12415.0,Australia,-3.75,2011-07-19,12:26:00
270075,C560540,23209,LUNCH BAG DOILEY PATTERN ,-1,1.65,12415.0,Australia,-1.65,2011-07-19,12:26:00
270076,C560540,23207,LUNCH BAG ALPHABET DESIGN,-1,1.65,12415.0,Australia,-1.65,2011-07-19,12:26:00
270077,C560540,23206,LUNCH BAG APPLE DESIGN,-1,1.65,12415.0,Australia,-1.65,2011-07-19,12:26:00
270078,C560540,23203,JUMBO BAG DOILEY PATTERNS,-1,2.08,12415.0,Australia,-2.08,2011-07-19,12:26:00
270079,C560540,23201,JUMBO BAG ALPHABET,-1,2.08,12415.0,Australia,-2.08,2011-07-19,12:26:00
270080,C560540,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,-1,1.65,12415.0,Australia,-1.65,2011-07-19,12:26:00
270081,C560540,23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,-1,1.65,12415.0,Australia,-1.65,2011-07-19,12:26:00
270082,C560540,23174,REGENCY SUGAR BOWL GREEN,-1,4.15,12415.0,Australia,-4.15,2011-07-19,12:26:00
270083,C560540,23167,SMALL CERAMIC TOP STORAGE JAR ,-1,0.83,12415.0,Australia,-0.83,2011-07-19,12:26:00
270084,C560540,23166,MEDIUM CERAMIC TOP STORAGE JAR,-1,1.25,12415.0,Australia,-1.25,2011-07-19,12:26:00
270085,C560540,23165,LARGE CERAMIC TOP STORAGE JAR,-1,1.65,12415.0,Australia,-1.65,2011-07-19,12:26:00
270086,C560540,23159,SET OF 5 PANCAKE DAY MAGNETS,-1,2.08,12415.0,Australia,-2.08,2011-07-19,12:26:00
270087,C560540,23154,SET OF 4 JAM JAR MAGNETS,-1,2.08,12415.0,Australia,-2.08,2011-07-19,12:26:00
270088,C560540,23108,SET OF 10 LED DOLLY LIGHTS,-1,6.25,12415.0,Australia,-6.25,2011-07-19,12:26:00
270089,C560540,22973,CHILDREN'S CIRCUS PARADE MUG,-1,1.65,12415.0,Australia,-1.65,2011-07-19,12:26:00
270090,C560540,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-1,4.95,12415.0,Australia,-4.95,2011-07-19,12:26:00
270091,C560540,22546,MINI JIGSAW PURDEY,-1,0.42,12415.0,Australia,-0.42,2011-07-19,12:26:00
270092,C560540,22545,MINI JIGSAW BUNNIES,-1,0.42,12415.0,Australia,-0.42,2011-07-19,12:26:00
270093,C560540,22492,MINI PAINT SET VINTAGE ,-36,0.65,12415.0,Australia,-23.400000000000002,2011-07-19,12:26:00
270094,C560540,22150,3 STRIPEY MICE FELTCRAFT,-1,1.95,12415.0,Australia,-1.95,2011-07-19,12:26:00
270095,C560540,22147,FELTCRAFT BUTTERFLY HEARTS,-1,1.45,12415.0,Australia,-1.45,2011-07-19,12:26:00
270096,C560540,22138,BAKING SET 9 PIECE RETROSPOT ,-1,4.95,12415.0,Australia,-4.95,2011-07-19,12:26:00
270097,C560540,21974,SET OF 36 PAISLEY FLOWER DOILIES,-1,1.45,12415.0,Australia,-1.45,2011-07-19,12:26:00
270098,C560540,21936,RED RETROSPOT PICNIC BAG,-1,2.95,12415.0,Australia,-2.95,2011-07-19,12:26:00
270099,C560540,21933,PINK VINTAGE PAISLEY PICNIC BAG,-1,1.65,12415.0,Australia,-1.65,2011-07-19,12:26:00
270100,C560540,21929,JUMBO BAG PINK VINTAGE PAISLEY,-1,2.08,12415.0,Australia,-2.08,2011-07-19,12:26:00
270101,C560540,21917,SET 12 KIDS  WHITE CHALK STICKS,-1,0.42,12415.0,Australia,-0.42,2011-07-19,12:26:00
270102,C560540,21843,RED RETROSPOT CAKE STAND,-1,10.95,12415.0,Australia,-10.95,2011-07-19,12:26:00
270103,C560540,21503,TOYBOX  WRAP ,-1,0.42,12415.0,Australia,-0.42,2011-07-19,12:26:00
270104,C560540,21210,SET OF 72 RETROSPOT PAPER  DOILIES,-1,1.45,12415.0,Australia,-1.45,2011-07-19,12:26:00
270105,C560540,20979,36 PENCILS TUBE RED RETROSPOT,-1,1.25,12415.0,Australia,-1.25,2011-07-19,12:26:00
270106,C560540,20725,LUNCH BAG RED RETROSPOT,-1,1.65,12415.0,Australia,-1.65,2011-07-19,12:26:00
270107,C560540,23292,SPACEBOY CHILDRENS CUP,-1,1.25,12415.0,Australia,-1.25,2011-07-19,12:26:00
270108,C560540,21918,SET 12 KIDS COLOUR  CHALK STICKS,-1,0.42,12415.0,Australia,-0.42,2011-07-19,12:26:00
270183,C560550,85103,SILVER T-LIGHT SETTING,-37,5.95,12971.0,United Kingdom,-220.15,2011-07-19,12:47:00
270300,C560556,84949,SILVER HANGING T-LIGHT HOLDER,-5,1.65,13089.0,United Kingdom,-8.25,2011-07-19,13:04:00
270301,C560556,23171,REGENCY TEA PLATE GREEN ,-1,1.65,13089.0,United Kingdom,-1.65,2011-07-19,13:04:00
270302,C560556,22360,GLASS JAR ENGLISH CONFECTIONERY,-2,2.95,13089.0,United Kingdom,-5.9,2011-07-19,13:04:00
270303,C560556,22364,GLASS JAR DIGESTIVE BISCUITS,-4,2.95,13089.0,United Kingdom,-11.8,2011-07-19,13:04:00
270317,C560558,23170,REGENCY TEA PLATE ROSES ,-2,1.65,12921.0,United Kingdom,-3.3,2011-07-19,13:22:00
270318,C560559,21314,SMALL GLASS HEART TRINKET POT,-3,0.85,16145.0,United Kingdom,-2.55,2011-07-19,13:24:00
270319,C560559,21067,VINTAGE RED TEATIME MUG,-3,1.25,16145.0,United Kingdom,-3.75,2011-07-19,13:24:00
270320,C560559,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,-1,2.95,16145.0,United Kingdom,-2.95,2011-07-19,13:24:00
270321,C560560,22423,REGENCY CAKESTAND 3 TIER,-1,12.75,17738.0,United Kingdom,-12.75,2011-07-19,13:26:00
270322,C560560,22699,ROSES REGENCY TEACUP AND SAUCER ,-1,2.95,17738.0,United Kingdom,-2.95,2011-07-19,13:26:00
270323,C560561,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,-1,8.5,17651.0,United Kingdom,-8.5,2011-07-19,13:28:00
270324,C560561,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,-3,3.29,17651.0,United Kingdom,-9.870000000000001,2011-07-19,13:28:00
270335,C560563,23173,REGENCY TEAPOT ROSES ,-1,9.95,14911.0,EIRE,-9.95,2011-07-19,13:37:00
270336,C560563,23174,REGENCY SUGAR BOWL GREEN,-2,4.15,14911.0,EIRE,-8.3,2011-07-19,13:37:00
270337,C560564,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,-1,2.95,12468.0,Germany,-2.95,2011-07-19,13:42:00
270338,C560564,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,-1,2.55,12468.0,Germany,-2.55,2011-07-19,13:42:00
270557,C560572,M,Manual,-1,112.35,17065.0,United Kingdom,-112.35,2011-07-19,14:45:00
270559,C560574,M,Manual,-1,106.4,14437.0,United Kingdom,-106.4,2011-07-19,14:56:00
270771,C560585,22179,SET 10 NIGHT OWL LIGHTS,-21,5.95,13941.0,United Kingdom,-124.95,2011-07-19,15:47:00
270774,C560588,23089,GLASS BON BON JAR,-2,1.65,13767.0,United Kingdom,-3.3,2011-07-19,15:49:00
270775,C560588,22699,ROSES REGENCY TEACUP AND SAUCER ,-1,2.95,13767.0,United Kingdom,-2.95,2011-07-19,15:49:00
270776,C560589,85132C,CHARLIE AND LOLA FIGURES TINS,-2,1.95,15249.0,United Kingdom,-3.9,2011-07-19,15:50:00
270777,C560589,23031,DRAWER KNOB CRACKLE GLAZE PINK,-1,1.65,15249.0,United Kingdom,-1.65,2011-07-19,15:50:00
270778,C560589,23029,DRAWER KNOB CRACKLE GLAZE GREEN,-1,1.65,15249.0,United Kingdom,-1.65,2011-07-19,15:50:00
270779,C560589,21868,POTTING SHED TEA MUG,-11,1.25,15249.0,United Kingdom,-13.75,2011-07-19,15:50:00
270780,C560589,20982,12 PENCILS TALL TUBE SKULLS,-2,0.85,15249.0,United Kingdom,-1.7,2011-07-19,15:50:00
271030,C560608,15056P,EDWARDIAN PARASOL PINK,-1,5.95,16271.0,United Kingdom,-5.95,2011-07-20,10:35:00
271096,C560643,22461,SAVOY ART DECO CLOCK,-1,3.95,17866.0,United Kingdom,-3.95,2011-07-20,11:09:00
271143,C560645,M,Manual,-1,451.42,15802.0,United Kingdom,-451.42,2011-07-20,11:23:00
271151,C560647,M,Manual,-1,3060.6,18102.0,United Kingdom,-3060.6,2011-07-20,11:31:00
271159,C560649,84857B,BLUE MONTE CARLO HANDBAG,-2,1.95,17581.0,United Kingdom,-3.9,2011-07-20,11:35:00
271160,C560649,21845,DAIRY MAID STRIPE MUG,-4,0.79,17581.0,United Kingdom,-3.16,2011-07-20,11:35:00
271161,C560649,21530,DAIRY MAID TOASTRACK,-8,0.79,17581.0,United Kingdom,-6.32,2011-07-20,11:35:00
271253,C560652,23202,JUMBO BAG VINTAGE LEAF,-1,2.08,16393.0,United Kingdom,-2.08,2011-07-20,11:39:00
271254,C560652,23206,LUNCH BAG APPLE DESIGN,-1,1.65,16393.0,United Kingdom,-1.65,2011-07-20,11:39:00
271255,C560653,M,Manual,-1,451.42,15802.0,United Kingdom,-451.42,2011-07-20,11:40:00
271256,C560654,23026,DRAWER KNOB VINTAGE GLASS STAR,-2,2.08,16255.0,United Kingdom,-4.16,2011-07-20,11:40:00
271257,C560654,23147,SINGLE ANTIQUE ROSE HOOK IVORY,-1,1.45,16255.0,United Kingdom,-1.45,2011-07-20,11:40:00
271274,C560687,22156,HEART DECORATION WITH PEARLS ,-27,0.85,14606.0,United Kingdom,-22.95,2011-07-20,11:51:00
271275,C560687,22998,TRAVEL CARD WALLET KEEP CALM,-1,0.42,14606.0,United Kingdom,-0.42,2011-07-20,11:51:00
271523,C560699,15039,SANDALWOOD FAN,-4,0.85,13217.0,United Kingdom,-3.4,2011-07-20,12:32:00
272141,C560733,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-360,2.75,15298.0,United Kingdom,-990.0,2011-07-20,14:55:00
272143,C560735,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-360,2.75,16013.0,United Kingdom,-990.0,2011-07-20,14:59:00
273294,C560818,22842,BISCUIT TIN VINTAGE RED,-1,6.75,17811.0,United Kingdom,-6.75,2011-07-21,10:52:00
273295,C560818,22197,POPCORN HOLDER,-1,0.72,17811.0,United Kingdom,-0.72,2011-07-21,10:52:00
273444,C560832,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,-1,4.95,13488.0,United Kingdom,-4.95,2011-07-21,12:07:00
273604,C560842,D,Discount,-1,12.15,14527.0,United Kingdom,-12.15,2011-07-21,12:25:00
273679,C560855,22742,MAKE YOUR OWN PLAYTIME CARD KIT,-2,2.95,14410.0,United Kingdom,-5.9,2011-07-21,13:00:00
273680,C560855,23177,TREASURE ISLAND BOOK BOX,-2,2.25,14410.0,United Kingdom,-4.5,2011-07-21,13:00:00
273681,C560855,23193,BUFFALO BILL TREASURE BOOK BOX,-2,2.25,14410.0,United Kingdom,-4.5,2011-07-21,13:00:00
273682,C560855,23176,ABC TREASURE BOOK BOX ,-1,2.25,14410.0,United Kingdom,-2.25,2011-07-21,13:00:00
273683,C560855,21248,DOOR HANGER  MUM + DADS ROOM,-1,1.45,14410.0,United Kingdom,-1.45,2011-07-21,13:00:00
273684,C560855,21623,VINTAGE UNION JACK MEMOBOARD,-1,9.95,14410.0,United Kingdom,-9.95,2011-07-21,13:00:00
273685,C560855,47591D,PINK FAIRY CAKE CHILDRENS APRON,-1,1.95,14410.0,United Kingdom,-1.95,2011-07-21,13:00:00
273686,C560855,22367,CHILDRENS APRON SPACEBOY DESIGN,-1,1.95,14410.0,United Kingdom,-1.95,2011-07-21,13:00:00
273688,C560855,22899,CHILDREN'S APRON DOLLY GIRL ,-1,2.1,14410.0,United Kingdom,-2.1,2011-07-21,13:00:00
273689,C560855,21156,RETROSPOT CHILDRENS APRON,-1,1.95,14410.0,United Kingdom,-1.95,2011-07-21,13:00:00
273690,C560855,22968,ROSE COTTAGE KEEPSAKE BOX ,-1,9.95,14410.0,United Kingdom,-9.95,2011-07-21,13:00:00
273691,C560855,21205,MULTICOLOUR 3D BALLS GARLAND,-1,2.55,14410.0,United Kingdom,-2.55,2011-07-21,13:00:00
273692,C560855,21205,MULTICOLOUR 3D BALLS GARLAND,-2,2.55,14410.0,United Kingdom,-5.1,2011-07-21,13:00:00
273693,C560855,21206,STRAWBERRY HONEYCOMB  GARLAND ,-2,1.65,14410.0,United Kingdom,-3.3,2011-07-21,13:00:00
273694,C560855,21209,MULTICOLOUR HONEYCOMB FAN,-2,0.39,14410.0,United Kingdom,-0.78,2011-07-21,13:00:00
273695,C560855,23178,JAM CLOCK MAGNET,-1,2.89,14410.0,United Kingdom,-2.89,2011-07-21,13:00:00
273696,C560855,47574A,ENGLISH ROSE SCENTED HANGING FLOWER,-2,0.75,14410.0,United Kingdom,-1.5,2011-07-21,13:00:00
273697,C560855,47504H,ENGLISH ROSE SPIRIT LEVEL ,-4,1.25,14410.0,United Kingdom,-5.0,2011-07-21,13:00:00
273698,C560855,22666,RECIPE BOX PANTRY YELLOW DESIGN,-1,2.95,14410.0,United Kingdom,-2.95,2011-07-21,13:00:00
273699,C560855,23194,GYMKHANA TREASURE BOOK BOX,-2,2.25,14410.0,United Kingdom,-4.5,2011-07-21,13:00:00
273700,C560855,22811,SET OF 6 T-LIGHTS CACTI ,-1,2.95,14410.0,United Kingdom,-2.95,2011-07-21,13:00:00
273701,C560855,85173,SET/6 FROG PRINCE T-LIGHT CANDLES,-5,2.55,14410.0,United Kingdom,-12.75,2011-07-21,13:00:00
273702,C560855,20934,SET/3 POT PLANT CANDLES,-6,5.45,14410.0,United Kingdom,-32.7,2011-07-21,13:00:00
273703,C560855,21875,KINGS CHOICE MUG,-1,1.25,14410.0,United Kingdom,-1.25,2011-07-21,13:00:00
273704,C560855,21874,GIN AND TONIC MUG,-3,1.25,14410.0,United Kingdom,-3.75,2011-07-21,13:00:00
273705,C560855,21873,IF YOU CAN'T STAND THE HEAT MUG,-4,1.25,14410.0,United Kingdom,-5.0,2011-07-21,13:00:00
273706,C560855,21872,GLAMOROUS  MUG,-4,1.25,14410.0,United Kingdom,-5.0,2011-07-21,13:00:00
273707,C560855,21877,HOME SWEET HOME MUG,-5,1.25,14410.0,United Kingdom,-6.25,2011-07-21,13:00:00
273708,C560855,21871,SAVE THE PLANET MUG,-5,1.25,14410.0,United Kingdom,-6.25,2011-07-21,13:00:00
273709,C560855,22241,GARLAND WOODEN HAPPY EASTER,-2,1.25,14410.0,United Kingdom,-2.5,2011-07-21,13:00:00
273710,C560855,21456,2 PICTURE BOOK EGGS EASTER CHICKS,-1,1.25,14410.0,United Kingdom,-1.25,2011-07-21,13:00:00
273711,C560855,22262,FELT EGG COSY CHICKEN,-4,0.85,14410.0,United Kingdom,-3.4,2011-07-21,13:00:00
273712,C560855,22260,FELT EGG COSY BLUE RABBIT ,-4,0.85,14410.0,United Kingdom,-3.4,2011-07-21,13:00:00
273713,C560855,22261,FELT EGG COSY WHITE RABBIT ,-4,0.85,14410.0,United Kingdom,-3.4,2011-07-21,13:00:00
273714,C560855,84452,METAL RABBIT LADDER EASTER ,-4,0.85,14410.0,United Kingdom,-3.4,2011-07-21,13:00:00
273715,C560855,85188A,GREEN METAL SWINGING BUNNY,-3,0.85,14410.0,United Kingdom,-2.55,2011-07-21,13:00:00
273716,C560855,85186C,BUNNY EGG GARLAND,-20,0.42,14410.0,United Kingdom,-8.4,2011-07-21,13:00:00
273717,C560855,22859,EASTER TIN BUNNY BOUQUET,-12,1.65,14410.0,United Kingdom,-19.799999999999997,2011-07-21,13:00:00
273718,C560855,22858,EASTER TIN KEEPSAKE,-6,1.65,14410.0,United Kingdom,-9.899999999999999,2011-07-21,13:00:00
273719,C560855,22860,EASTER TIN CHICKS PINK DAISY,-9,1.65,14410.0,United Kingdom,-14.85,2011-07-21,13:00:00
273758,C560860,22847,BREAD BIN DINER STYLE IVORY,-1,16.95,13668.0,United Kingdom,-16.95,2011-07-21,13:30:00
273907,C560866,35921,EASTER BUNNY HANGING GARLAND,-1,1.25,14410.0,United Kingdom,-1.25,2011-07-21,14:04:00
273908,C560866,22325,MOBILE VINTAGE HEARTS ,-1,4.95,14410.0,United Kingdom,-4.95,2011-07-21,14:04:00
273909,C560866,47563A,RETRO LONGBOARD IRONING BOARD COVER,-4,1.25,14410.0,United Kingdom,-5.0,2011-07-21,14:04:00
273910,C560866,22444,GROW YOUR OWN PLANT IN A CAN ,-28,1.25,14410.0,United Kingdom,-35.0,2011-07-21,14:04:00
273935,C560869,D,Discount,-1,66.24,12830.0,United Kingdom,-66.24,2011-07-21,14:32:00
273981,C560874,23176,ABC TREASURE BOOK BOX ,-3,2.25,17677.0,United Kingdom,-6.75,2011-07-21,14:53:00
273982,C560874,23194,GYMKHANA TREASURE BOOK BOX,-3,2.25,17677.0,United Kingdom,-6.75,2011-07-21,14:53:00
274048,C560877,23064,CINDERELLA CHANDELIER ,-1,49.95,16859.0,United Kingdom,-49.95,2011-07-21,15:14:00
274094,C560880,22977,DOLLY GIRL CHILDRENS EGG CUP,-1,1.25,15152.0,United Kingdom,-1.25,2011-07-21,15:39:00
274095,C560880,22666,RECIPE BOX PANTRY YELLOW DESIGN,-3,2.95,15152.0,United Kingdom,-8.850000000000001,2011-07-21,15:39:00
274333,C560898,85066,CREAM SWEETHEART MINI CHEST,-1,12.75,12722.0,France,-12.75,2011-07-21,17:30:00
274334,C560898,22797,CHEST OF DRAWERS GINGHAM HEART ,-2,16.95,12722.0,France,-33.9,2011-07-21,17:30:00
274335,C560899,84978,HANGING HEART JAR T-LIGHT HOLDER,-24,1.25,15260.0,United Kingdom,-30.0,2011-07-21,17:32:00
274371,C560902,22508,DOORSTOP RETROSPOT HEART,-4,3.75,17593.0,United Kingdom,-15.0,2011-07-21,17:45:00
274372,C560902,37340,MULTICOLOUR SPRING FLOWER MUG,-2,0.39,17593.0,United Kingdom,-0.78,2011-07-21,17:45:00
274373,C560903,22178,VICTORIAN GLASS HANGING T-LIGHT,-75,1.06,18198.0,United Kingdom,-79.5,2011-07-21,17:47:00
274374,C560904,M,Manual,-1,8.95,14875.0,United Kingdom,-8.95,2011-07-21,17:51:00
274375,C560905,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,-3,3.29,13468.0,United Kingdom,-9.870000000000001,2011-07-21,17:54:00
274386,C560907,84997A,CHILDRENS CUTLERY POLKADOT GREEN ,-3,4.15,16875.0,United Kingdom,-12.450000000000001,2011-07-21,17:55:00
274392,C560909,20725,LUNCH BAG RED RETROSPOT,-1,1.65,13590.0,United Kingdom,-1.65,2011-07-21,17:56:00
274393,C560909,84997C,CHILDRENS CUTLERY POLKADOT BLUE,-1,4.15,13590.0,United Kingdom,-4.15,2011-07-21,17:56:00
274394,C560910,21539,RED RETROSPOT BUTTER DISH,-1,4.95,14733.0,United Kingdom,-4.95,2011-07-21,17:57:00
274395,C560910,22461,SAVOY ART DECO CLOCK,-5,3.95,14733.0,United Kingdom,-19.75,2011-07-21,17:57:00
274405,C560912,23252,VINTAGE RED ENAMEL TRIM JUG ,-4,3.75,14400.0,United Kingdom,-15.0,2011-07-21,18:05:00
275076,C560932,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,-1,2.95,15005.0,United Kingdom,-2.95,2011-07-22,10:29:00
275077,C560932,85024C,PINK SMALL JEWELLED PHOTOFRAME,-1,1.65,15005.0,United Kingdom,-1.65,2011-07-22,10:29:00
275078,C560932,85025C,PINK HEART SHAPE PHOTO FRAME,-1,1.65,15005.0,United Kingdom,-1.65,2011-07-22,10:29:00
275366,C560987,72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,-1,4.25,16859.0,United Kingdom,-4.25,2011-07-22,13:09:00
275413,C560990,22629,SPACEBOY LUNCH BOX ,-6,1.95,14056.0,United Kingdom,-11.7,2011-07-22,13:24:00
275795,C561011,POST,POSTAGE,-1,3.15,17612.0,United Kingdom,-3.15,2011-07-22,16:05:00
275796,C561012,23283,DOORMAT VINTAGE LEAF,-1,7.95,13098.0,United Kingdom,-7.95,2011-07-22,16:11:00
275797,C561012,20725,LUNCH BAG RED RETROSPOT,-1,1.65,13098.0,United Kingdom,-1.65,2011-07-22,16:11:00
275798,C561013,21535,RED RETROSPOT SMALL MILK JUG,-1,2.55,16705.0,United Kingdom,-2.55,2011-07-22,16:12:00
275799,C561013,22847,BREAD BIN DINER STYLE IVORY,-1,16.95,16705.0,United Kingdom,-16.95,2011-07-22,16:12:00
275800,C561013,22456,NATURAL SLATE CHALKBOARD LARGE ,-1,4.25,16705.0,United Kingdom,-4.25,2011-07-22,16:12:00
275801,C561016,22400,MAGNETS PACK OF 4 HOME SWEET HOME,-1,0.39,14056.0,United Kingdom,-0.39,2011-07-22,16:41:00
275802,C561017,23092,LARGE ANTIQUE WHITE PHOTO FRAME,-2,7.9,13050.0,United Kingdom,-15.8,2011-07-22,16:49:00
275803,C561018,23167,SMALL CERAMIC TOP STORAGE JAR ,-3,0.83,14916.0,United Kingdom,-2.4899999999999998,2011-07-22,16:50:00
275804,C561018,23165,LARGE CERAMIC TOP STORAGE JAR,-1,1.65,14916.0,United Kingdom,-1.65,2011-07-22,16:50:00
275805,C561019,21205,MULTICOLOUR 3D BALLS GARLAND,-12,2.55,15187.0,United Kingdom,-30.599999999999998,2011-07-22,16:52:00
276352,C561041,85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,-1,1.65,15708.0,United Kingdom,-1.65,2011-07-24,12:10:00
276353,C561041,21380,WOODEN HAPPY BIRTHDAY GARLAND,-1,2.95,15708.0,United Kingdom,-2.95,2011-07-24,12:10:00
276354,C561041,22725,ALARM CLOCK BAKELIKE CHOCOLATE,-1,3.75,15708.0,United Kingdom,-3.75,2011-07-24,12:10:00
276558,C561059,21035,SET/2 RED RETROSPOT TEA TOWELS ,-100,2.75,13802.0,United Kingdom,-275.0,2011-07-24,13:26:00
276559,C561059,20725,LUNCH BAG RED RETROSPOT,-100,1.45,13802.0,United Kingdom,-145.0,2011-07-24,13:26:00
276560,C561059,47599B,BLUE PARTY BAGS ,-50,2.1,13802.0,United Kingdom,-105.0,2011-07-24,13:26:00
276578,C561061,21906,PHARMACIE FIRST AID TIN,-1,6.75,13097.0,United Kingdom,-6.75,2011-07-24,13:31:00
276667,C561069,23302,KNEELING MAT HOUSEWORK  DESIGN,-24,1.65,16570.0,United Kingdom,-39.599999999999994,2011-07-24,14:50:00
276969,C561083,22983,CARD BILLBOARD FONT,-121,0.36,13230.0,United Kingdom,-43.559999999999995,2011-07-24,16:20:00
277362,C561104,22666,RECIPE BOX PANTRY YELLOW DESIGN,-3,2.95,12576.0,Poland,-8.850000000000001,2011-07-25,11:36:00
277583,C561117,POST,POSTAGE,-3,40.0,13520.0,Switzerland,-120.0,2011-07-25,12:23:00
277946,C561198,M,Manual,-35,1.25,16161.0,United Kingdom,-43.75,2011-07-25,14:45:00
278383,C561210,23263,SET OF 3 WOODEN HEART DECORATIONS,-10,1.25,17841.0,United Kingdom,-12.5,2011-07-25,16:58:00
278384,C561211,20728,LUNCH BAG CARS BLUE,-1,1.65,15544.0,United Kingdom,-1.65,2011-07-25,16:58:00
278549,C561212,21735,TWO DOOR CURIO CABINET,-1,12.75,17175.0,United Kingdom,-12.75,2011-07-25,17:00:00
279033,C561225,D,Discount,-1,45.6,16029.0,United Kingdom,-45.6,2011-07-26,10:06:00
279046,C561227,84978,HANGING HEART JAR T-LIGHT HOLDER,-36,1.06,12431.0,Australia,-38.160000000000004,2011-07-26,10:15:00
279048,C561229,22796,PHOTO FRAME 3 CLASSIC HANGING,-2,9.95,17096.0,United Kingdom,-19.9,2011-07-26,10:18:00
279049,C561229,22784,LANTERN CREAM GAZEBO ,-1,4.95,17096.0,United Kingdom,-4.95,2011-07-26,10:18:00
279050,C561230,23031,DRAWER KNOB CRACKLE GLAZE PINK,-1,1.65,14329.0,United Kingdom,-1.65,2011-07-26,10:19:00
279072,C561232,85053,FRENCH ENAMEL CANDLEHOLDER,-4,2.1,16133.0,United Kingdom,-8.4,2011-07-26,10:21:00
279073,C561232,22429,ENAMEL MEASURING JUG CREAM,-1,4.25,16133.0,United Kingdom,-4.25,2011-07-26,10:21:00
279074,C561232,22699,ROSES REGENCY TEACUP AND SAUCER ,-1,2.95,16133.0,United Kingdom,-2.95,2011-07-26,10:21:00
279075,C561233,85211,S/4 GROOVY CAT MAGNETS,-2,0.79,17422.0,United Kingdom,-1.58,2011-07-26,10:24:00
279076,C561233,22251,BIRDHOUSE DECORATION MAGIC GARDEN,-3,1.25,17422.0,United Kingdom,-3.75,2011-07-26,10:24:00
279077,C561233,22232,JIGSAW TOADSTOOLS 3 PIECE,-16,0.59,17422.0,United Kingdom,-9.44,2011-07-26,10:24:00
279078,C561233,22231,JIGSAW TREE WITH BIRDHOUSE,-1,0.59,17422.0,United Kingdom,-0.59,2011-07-26,10:24:00
279079,C561233,21382,SET/4 SPRING FLOWER DECORATION,-8,0.75,17422.0,United Kingdom,-6.0,2011-07-26,10:24:00
279080,C561233,21279,VINTAGE KITCHEN PRINT FRUITS,-3,2.55,17422.0,United Kingdom,-7.6499999999999995,2011-07-26,10:24:00
279081,C561234,79191C,RETRO PLASTIC ELEPHANT TRAY,-12,0.85,13327.0,United Kingdom,-10.2,2011-07-26,10:25:00
279125,C561235,22727,ALARM CLOCK BAKELIKE RED ,-1,3.75,13767.0,United Kingdom,-3.75,2011-07-26,10:27:00
279126,C561235,21313,GLASS HEART T-LIGHT HOLDER ,-1,0.85,13767.0,United Kingdom,-0.85,2011-07-26,10:27:00
279127,C561235,21314,SMALL GLASS HEART TRINKET POT,-1,2.1,13767.0,United Kingdom,-2.1,2011-07-26,10:27:00
279128,C561237,23198,PANTRY MAGNETIC  SHOPPING LIST,-6,1.45,13050.0,United Kingdom,-8.7,2011-07-26,10:29:00
279129,C561238,22382,LUNCH BAG SPACEBOY DESIGN ,-1,1.65,17675.0,United Kingdom,-1.65,2011-07-26,10:31:00
279130,C561238,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,-1,4.95,17675.0,United Kingdom,-4.95,2011-07-26,10:31:00
279134,C561240,84949,SILVER HANGING T-LIGHT HOLDER,-1,1.65,17677.0,United Kingdom,-1.65,2011-07-26,10:33:00
279374,C561319,22609,PENS ASSORTED SPACEBALL,-36,0.19,15106.0,United Kingdom,-6.84,2011-07-26,12:43:00
279512,C561328,22649,STRAWBERRY FAIRY CAKE TEAPOT,-1,4.95,12471.0,Germany,-4.95,2011-07-26,13:54:00
279513,C561328,22423,REGENCY CAKESTAND 3 TIER,-3,10.95,12471.0,Germany,-32.849999999999994,2011-07-26,13:54:00
279664,C561358,20977,36 PENCILS TUBE WOODLAND,-32,1.25,12626.0,Germany,-40.0,2011-07-26,15:10:00
279665,C561358,22303,COFFEE MUG APPLES DESIGN,-1,2.1,12626.0,Germany,-2.1,2011-07-26,15:10:00
